tipo,odor,cor_chapeu,cor_branquias,regiao,cor_esporos
Comestivel,Nenhum,Cinzento,Castanho,Madeira/Árvores,Preto
Comestivel,Nenhum,Vermelho,Rosa,Madeira/Árvores,Castanho
Comestivel,Nenhum,Cinzento,Rosa,Madeira/Árvores,Preto
Comestivel,Nenhum,Cinzento,Castanho,Madeira/Árvores,Castanho
Comestivel,Nenhum,Cinzento,Castanho,Madeira/Árvores,Castanho
Comestivel,Nenhum,Cinzento,Castanho,Madeira/Árvores,Preto
Comestivel,Nenhum,Vermelho,Castanho,Madeira/Árvores,Castanho
Comestivel,Nenhum,Castanho,Rosa,Madeira/Árvores,Preto
Comestivel,Nenhum,Castanho,Branco,Madeira/Árvores,Preto
Comestivel,Nenhum,Vermelho,Rosa,Madeira/Árvores,Castanho
Venenoso,Fétido,Cinzento,Rosa,Madeira/Árvores,Chocolate-Claro
Comestivel,Nenhum,Cinzento,Roxo,Madeira/Árvores,Preto
Comestivel,Nenhum,Vermelho,Branco,Madeira/Árvores,Castanho
Comestivel,Nenhum,Castanho,Roxo,Madeira/Árvores,Castanho
Comestivel,Nenhum,Castanho,Rosa,Madeira/Árvores,Castanho
Comestivel,Nenhum,Vermelho,Branco,Madeira/Árvores,Preto
Comestivel,Nenhum,Castanho,Rosa,Madeira/Árvores,Preto
Comestivel,Nenhum,Castanho,Rosa,Madeira/Árvores,Preto
Comestivel,Nenhum,Cinzento,Rosa,Madeira/Árvores,Preto
Comestivel,Nenhum,Vermelho,Castanho,Madeira/Árvores,Preto
Comestivel,Nenhum,Cinzento,Branco,Madeira/Árvores,Preto
Comestivel,Nenhum,Cinzento,Roxo,Madeira/Árvores,Castanho
Comestivel,Nenhum,Castanho,Roxo,Madeira/Árvores,Preto
Comestivel,Nenhum,Cinzento,Branco,Madeira/Árvores,Preto
Comestivel,Nenhum,Cinzento,Preto,Gramados,Castanho
Comestivel,Nenhum,Vermelho,Roxo,Madeira/Árvores,Preto
Comestivel,Nenhum,Cinzento,Rosa,Madeira/Árvores,Preto
Comestivel,Nenhum,Vermelho,Castanho,Madeira/Árvores,Castanho
Comestivel,Nenhum,Cinzento,Castanho,Madeira/Árvores,Preto
Comestivel,Nenhum,Cinzento,Roxo,Madeira/Árvores,Preto
Comestivel,Nenhum,Cinzento,Castanho,Madeira/Árvores,Castanho
Comestivel,Nenhum,Cinzento,Rosa,Madeira/Árvores,Castanho
Comestivel,Nenhum,Branco,Rosa,Gramados,Castanho
Comestivel,Nenhum,Castanho,Branco,Madeira/Árvores,Castanho
Comestivel,Nenhum,Castanho,Branco,Madeira/Árvores,Preto
Comestivel,Nenhum,Cinzento,Rosa,Madeira/Árvores,Preto
Comestivel,Nenhum,Cinzento,Branco,Madeira/Árvores,Preto
Comestivel,Nenhum,Vermelho,Roxo,Madeira/Árvores,Castanho
Comestivel,Nenhum,Vermelho,Roxo,Madeira/Árvores,Preto
Comestivel,Nenhum,Castanho,Branco,Madeira/Árvores,Preto
Comestivel,Nenhum,Cinzento,Branco,Madeira/Árvores,Preto
Comestivel,Nenhum,Cinzento,Branco,Madeira/Árvores,Castanho
Venenoso,Creosoto,Rosa,Cinzento,Madeira/Árvores,Castanho
Comestivel,Nenhum,Castanho,Rosa,Madeira/Árvores,Castanho
Comestivel,Nenhum,Cinzento,Castanho,Madeira/Árvores,Preto
Comestivel,Nenhum,Vermelho,Rosa,Madeira/Árvores,Preto
Comestivel,Nenhum,Castanho,Rosa,Madeira/Árvores,Castanho
Comestivel,Nenhum,Castanho,Branco,Madeira/Árvores,Castanho
Comestivel,Nenhum,Cinzento,Branco,Madeira/Árvores,Castanho
Comestivel,Nenhum,Castanho,Rosa,Madeira/Árvores,Castanho
Comestivel,Nenhum,Castanho,Castanho,Madeira/Árvores,Preto
Comestivel,Nenhum,Castanho,Branco,Madeira/Árvores,Preto
Comestivel,Nenhum,Vermelho,Branco,Madeira/Árvores,Castanho
Comestivel,Nenhum,Cinzento,Rosa,Madeira/Árvores,Preto
Comestivel,Nenhum,Vermelho,Castanho,Madeira/Árvores,Castanho
Comestivel,Nenhum,Vermelho,Roxo,Madeira/Árvores,Castanho
Comestivel,Nenhum,Castanho,Branco,Madeira/Árvores,Castanho
Comestivel,Nenhum,Vermelho,Rosa,Madeira/Árvores,Preto
Comestivel,Nenhum,Vermelho,Castanho,Madeira/Árvores,Castanho
Comestivel,Nenhum,Branco,Preto,Gramados,Castanho
Comestivel,Nenhum,Cinzento,Rosa,Madeira/Árvores,Preto
Comestivel,Nenhum,Vermelho,Rosa,Madeira/Árvores,Preto
Comestivel,Nenhum,Cinzento,Rosa,Madeira/Árvores,Castanho
Comestivel,Nenhum,Vermelho,Branco,Madeira/Árvores,Preto
Comestivel,Nenhum,Cinzento,Rosa,Madeira/Árvores,Castanho
Comestivel,Nenhum,Vermelho,Rosa,Madeira/Árvores,Castanho
Comestivel,Nenhum,Cinzento,Rosa,Madeira/Árvores,Preto
Comestivel,Nenhum,Vermelho,Rosa,Madeira/Árvores,Preto
Comestivel,Nenhum,Cinzento,Rosa,Madeira/Árvores,Castanho
Comestivel,Nenhum,Cinzento,Chocolate-Claro,Gramados,Preto
Venenoso,Fétido,Cinzento,Cinzento,Caminhos,Chocolate-Claro
Comestivel,Nenhum,Vermelho,Rosa,Madeira/Árvores,Preto
Comestivel,Nenhum,Vermelho,Branco,Madeira/Árvores,Castanho
Venenoso,Pungente,Branco,Branco,Gramados,Preto
Comestivel,Nenhum,Castanho,Roxo,Madeira/Árvores,Preto
Comestivel,Nenhum,Vermelho,Castanho,Madeira/Árvores,Castanho
Comestivel,Nenhum,Vermelho,Castanho,Madeira/Árvores,Preto
Comestivel,Nenhum,Cinzento,Castanho,Madeira/Árvores,Preto
Comestivel,Nenhum,Cinzento,Rosa,Madeira/Árvores,Castanho
Comestivel,Nenhum,Cinzento,Castanho,Gramados,Castanho
Comestivel,Nenhum,Castanho,Roxo,Madeira/Árvores,Castanho
Comestivel,Nenhum,Vermelho,Castanho,Madeira/Árvores,Preto
Comestivel,Nenhum,Cinzento,Roxo,Madeira/Árvores,Castanho
Comestivel,Nenhum,Castanho,Branco,Madeira/Árvores,Preto
Comestivel,Nenhum,Cinzento,Chocolate-Claro,Gramados,Castanho
Comestivel,Nenhum,Cinzento,Rosa,Madeira/Árvores,Castanho
Comestivel,Nenhum,Castanho,Branco,Madeira/Árvores,Preto
Comestivel,Nenhum,Cinzento,Rosa,Madeira/Árvores,Preto
Comestivel,Nenhum,Castanho,Roxo,Madeira/Árvores,Castanho
Comestivel,Nenhum,Cinzento,Branco,Madeira/Árvores,Castanho
Comestivel,Nenhum,Vermelho,Roxo,Madeira/Árvores,Castanho
Comestivel,Nenhum,Castanho,Castanho,Madeira/Árvores,Castanho
Comestivel,Nenhum,Cinzento,Castanho,Gramados,Castanho
Comestivel,Nenhum,Castanho,Branco,Madeira/Árvores,Preto
Comestivel,Nenhum,Castanho,Castanho,Madeira/Árvores,Preto
Comestivel,Nenhum,Vermelho,Branco,Madeira/Árvores,Castanho
Comestivel,Nenhum,Vermelho,Branco,Madeira/Árvores,Preto
Comestivel,Nenhum,Castanho,Castanho,Madeira/Árvores,Preto
Comestivel,Nenhum,Branco,Chocolate-Claro,Gramados,Preto
Comestivel,Nenhum,Castanho,Rosa,Madeira/Árvores,Castanho
Comestivel,Nenhum,Vermelho,Rosa,Madeira/Árvores,Preto
Comestivel,Nenhum,Cinzento,Rosa,Madeira/Árvores,Castanho
Comestivel,Nenhum,Cinzento,Castanho,Madeira/Árvores,Castanho
Comestivel,Nenhum,Castanho,Castanho,Gramados,Preto
Comestivel,Nenhum,Cinzento,Castanho,Madeira/Árvores,Preto
Comestivel,Nenhum,Vermelho,Roxo,Madeira/Árvores,Preto
Comestivel,Nenhum,Cinzento,Castanho,Madeira/Árvores,Preto
Comestivel,Nenhum,Castanho,Roxo,Madeira/Árvores,Castanho
Comestivel,Nenhum,Vermelho,Roxo,Madeira/Árvores,Preto
Comestivel,Nenhum,Castanho,Branco,Madeira/Árvores,Castanho
Comestivel,Nenhum,Cinzento,Castanho,Madeira/Árvores,Castanho
Comestivel,Nenhum,Cinzento,Branco,Madeira/Árvores,Castanho
Comestivel,Nenhum,Castanho,Rosa,Madeira/Árvores,Preto
Comestivel,Nenhum,Castanho,Roxo,Madeira/Árvores,Castanho
Comestivel,Nenhum,Vermelho,Rosa,Madeira/Árvores,Castanho
Comestivel,Nenhum,Cinzento,Castanho,Madeira/Árvores,Preto
Comestivel,Nenhum,Castanho,Rosa,Madeira/Árvores,Preto
Venenoso,Creosoto,Rosa,Castanho,Madeira/Árvores,Preto
Comestivel,Nenhum,Cinzento,Branco,Madeira/Árvores,Preto
Comestivel,Nenhum,Castanho,Rosa,Madeira/Árvores,Castanho
Venenoso,Pungente,Castanho,Rosa,Urbano,Preto
Comestivel,Nenhum,Castanho,Roxo,Madeira/Árvores,Preto
Comestivel,Nenhum,Cinzento,Roxo,Madeira/Árvores,Preto
Comestivel,Nenhum,Vermelho,Castanho,Madeira/Árvores,Preto
Comestivel,Nenhum,Vermelho,Castanho,Madeira/Árvores,Castanho
Comestivel,Nenhum,Vermelho,Rosa,Madeira/Árvores,Preto
Comestivel,Nenhum,Cinzento,Rosa,Madeira/Árvores,Castanho
Comestivel,Nenhum,Branco,Castanho,Gramados,Preto
Comestivel,Nenhum,Cinzento,Rosa,Madeira/Árvores,Castanho
Comestivel,Nenhum,Castanho,Rosa,Gramados,Castanho
Comestivel,Nenhum,Castanho,Branco,Madeira/Árvores,Castanho
Comestivel,Nenhum,Cinzento,Rosa,Madeira/Árvores,Preto
Comestivel,Nenhum,Vermelho,Rosa,Madeira/Árvores,Castanho
Comestivel,Nenhum,Castanho,Roxo,Madeira/Árvores,Preto
Comestivel,Nenhum,Cinzento,Branco,Madeira/Árvores,Castanho
Comestivel,Nenhum,Cinzento,Branco,Madeira/Árvores,Preto
Comestivel,Nenhum,Cinzento,Branco,Madeira/Árvores,Preto
Comestivel,Nenhum,Cinzento,Castanho,Madeira/Árvores,Castanho
Comestivel,Nenhum,Cinzento,Rosa,Madeira/Árvores,Castanho
Comestivel,Nenhum,Vermelho,Rosa,Madeira/Árvores,Preto
Comestivel,Nenhum,Vermelho,Castanho,Madeira/Árvores,Preto
Comestivel,Nenhum,Castanho,Branco,Madeira/Árvores,Castanho
Comestivel,Nenhum,Castanho,Branco,Madeira/Árvores,Castanho
Comestivel,Nenhum,Castanho,Castanho,Madeira/Árvores,Preto
Comestivel,Nenhum,Castanho,Rosa,Madeira/Árvores,Castanho
Comestivel,Nenhum,Cinzento,Roxo,Madeira/Árvores,Castanho
Comestivel,Nenhum,Vermelho,Branco,Madeira/Árvores,Preto
Comestivel,Nenhum,Castanho,Branco,Madeira/Árvores,Preto
Comestivel,Nenhum,Vermelho,Rosa,Madeira/Árvores,Preto
Comestivel,Nenhum,Castanho,Branco,Madeira/Árvores,Preto
Comestivel,Nenhum,Cinzento,Rosa,Madeira/Árvores,Preto
Comestivel,Nenhum,Castanho,Castanho,Madeira/Árvores,Castanho
Comestivel,Nenhum,Cinzento,Branco,Madeira/Árvores,Preto
Comestivel,Nenhum,Vermelho,Branco,Madeira/Árvores,Preto
Comestivel,Nenhum,Castanho,Rosa,Madeira/Árvores,Preto
Comestivel,Nenhum,Cinzento,Branco,Madeira/Árvores,Preto
Comestivel,Nenhum,Vermelho,Roxo,Madeira/Árvores,Castanho
Comestivel,Nenhum,Castanho,Roxo,Madeira/Árvores,Preto
Comestivel,Nenhum,Castanho,Branco,Madeira/Árvores,Castanho
Comestivel,Nenhum,Cinzento,Roxo,Madeira/Árvores,Castanho
Comestivel,Nenhum,Castanho,Branco,Madeira/Árvores,Preto
Comestivel,Nenhum,Vermelho,Branco,Madeira/Árvores,Preto
Comestivel,Nenhum,Castanho,Branco,Madeira/Árvores,Preto
Comestivel,Nenhum,Castanho,Branco,Madeira/Árvores,Preto
Comestivel,Nenhum,Castanho,Castanho,Madeira/Árvores,Preto
Comestivel,Nenhum,Vermelho,Roxo,Madeira/Árvores,Castanho
Comestivel,Nenhum,Vermelho,Roxo,Madeira/Árvores,Castanho
Comestivel,Nenhum,Cinzento,Branco,Madeira/Árvores,Castanho
Comestivel,Nenhum,Cinzento,Rosa,Madeira/Árvores,Castanho
Comestivel,Nenhum,Vermelho,Roxo,Madeira/Árvores,Castanho
Comestivel,Nenhum,Castanho,Branco,Madeira/Árvores,Castanho
Comestivel,Nenhum,Vermelho,Castanho,Madeira/Árvores,Castanho
Comestivel,Nenhum,Cinzento,Roxo,Madeira/Árvores,Castanho
Comestivel,Nenhum,Cinzento,Roxo,Madeira/Árvores,Preto
Comestivel,Nenhum,Vermelho,Roxo,Madeira/Árvores,Castanho
Comestivel,Nenhum,Castanho,Branco,Madeira/Árvores,Castanho
Comestivel,Nenhum,Castanho,Rosa,Madeira/Árvores,Castanho
Comestivel,Nenhum,Cinzento,Roxo,Madeira/Árvores,Preto
Comestivel,Nenhum,Branco,Chocolate-Claro,Gramados,Castanho
Comestivel,Nenhum,Cinzento,Branco,Madeira/Árvores,Castanho
Comestivel,Nenhum,Cinzento,Castanho,Gramados,Castanho
Comestivel,Nenhum,Castanho,Roxo,Madeira/Árvores,Castanho
Comestivel,Nenhum,Vermelho,Branco,Madeira/Árvores,Preto
Venenoso,Pungente,Branco,Branco,Urbano,Castanho
Comestivel,Nenhum,Cinzento,Castanho,Madeira/Árvores,Preto
Comestivel,Nenhum,Castanho,Branco,Madeira/Árvores,Preto
Comestivel,Nenhum,Cinzento,Branco,Madeira/Árvores,Castanho
Comestivel,Nenhum,Vermelho,Castanho,Madeira/Árvores,Preto
Comestivel,Nenhum,Cinzento,Castanho,Madeira/Árvores,Preto
Comestivel,Nenhum,Castanho,Rosa,Madeira/Árvores,Castanho
Comestivel,Nenhum,Vermelho,Castanho,Madeira/Árvores,Preto
Comestivel,Nenhum,Castanho,Castanho,Madeira/Árvores,Castanho
Comestivel,Nenhum,Castanho,Castanho,Madeira/Árvores,Castanho
Comestivel,Nenhum,Castanho,Rosa,Madeira/Árvores,Preto
Comestivel,Nenhum,Cinzento,Roxo,Madeira/Árvores,Preto
Comestivel,Nenhum,Castanho,Castanho,Madeira/Árvores,Preto
Comestivel,Nenhum,Vermelho,Branco,Madeira/Árvores,Preto
Comestivel,Nenhum,Castanho,Rosa,Madeira/Árvores,Preto
Comestivel,Nenhum,Vermelho,Castanho,Madeira/Árvores,Preto
Comestivel,Nenhum,Branco,Preto,Gramados,Castanho
Comestivel,Nenhum,Castanho,Castanho,Madeira/Árvores,Preto
Comestivel,Nenhum,Cinzento,Branco,Madeira/Árvores,Preto
Comestivel,Nenhum,Castanho,Branco,Madeira/Árvores,Preto
Comestivel,Nenhum,Vermelho,Rosa,Madeira/Árvores,Castanho
Comestivel,Nenhum,Castanho,Castanho,Madeira/Árvores,Preto
Comestivel,Nenhum,Castanho,Roxo,Madeira/Árvores,Castanho
Comestivel,Nenhum,Castanho,Rosa,Madeira/Árvores,Castanho
Venenoso,Pungente,Branco,Branco,Urbano,Castanho
Comestivel,Nenhum,Cinzento,Branco,Madeira/Árvores,Preto
Comestivel,Nenhum,Branco,Preto,Gramados,Preto
Comestivel,Nenhum,Cinzento,Rosa,Gramados,Castanho
Comestivel,Nenhum,Cinzento,Rosa,Madeira/Árvores,Preto
Comestivel,Nenhum,Castanho,Castanho,Madeira/Árvores,Preto
Comestivel,Nenhum,Vermelho,Castanho,Madeira/Árvores,Preto
Comestivel,Nenhum,Cinzento,Castanho,Madeira/Árvores,Preto
Comestivel,Nenhum,Castanho,Roxo,Madeira/Árvores,Preto
Comestivel,Nenhum,Castanho,Branco,Madeira/Árvores,Castanho
Venenoso,Fétido,Cinzento,Chocolate-Claro,Madeira/Árvores,Chocolate-Claro
Comestivel,Nenhum,Vermelho,Branco,Madeira/Árvores,Preto
Comestivel,Nenhum,Castanho,Chocolate-Claro,Gramados,Preto
Venenoso,Pungente,Branco,Castanho,Gramados,Castanho
Comestivel,Nenhum,Cinzento,Rosa,Madeira/Árvores,Castanho
Comestivel,Nenhum,Castanho,Castanho,Madeira/Árvores,Castanho
Comestivel,Nenhum,Castanho,Rosa,Madeira/Árvores,Preto
Comestivel,Nenhum,Cinzento,Roxo,Madeira/Árvores,Preto
Comestivel,Nenhum,Cinzento,Branco,Madeira/Árvores,Preto
Comestivel,Nenhum,Castanho,Roxo,Madeira/Árvores,Castanho
Comestivel,Nenhum,Castanho,Roxo,Madeira/Árvores,Preto
Comestivel,Nenhum,Cinzento,Roxo,Madeira/Árvores,Preto
Comestivel,Nenhum,Cinzento,Castanho,Madeira/Árvores,Castanho
Comestivel,Nenhum,Vermelho,Roxo,Madeira/Árvores,Castanho
Comestivel,Nenhum,Vermelho,Castanho,Madeira/Árvores,Preto
Venenoso,Pungente,Branco,Castanho,Gramados,Preto
Comestivel,Nenhum,Cinzento,Castanho,Madeira/Árvores,Preto
Comestivel,Nenhum,Cinzento,Rosa,Madeira/Árvores,Preto
Comestivel,Nenhum,Vermelho,Branco,Madeira/Árvores,Preto
Comestivel,Nenhum,Cinzento,Rosa,Madeira/Árvores,Preto
Comestivel,Nenhum,Castanho,Branco,Madeira/Árvores,Castanho
Comestivel,Nenhum,Vermelho,Branco,Madeira/Árvores,Castanho
Comestivel,Nenhum,Vermelho,Branco,Madeira/Árvores,Castanho
Comestivel,Nenhum,Vermelho,Branco,Madeira/Árvores,Preto
Comestivel,Nenhum,Cinzento,Castanho,Madeira/Árvores,Castanho
Comestivel,Nenhum,Cinzento,Rosa,Madeira/Árvores,Preto
Comestivel,Nenhum,Castanho,Rosa,Madeira/Árvores,Castanho
Comestivel,Nenhum,Castanho,Rosa,Madeira/Árvores,Castanho
Comestivel,Nenhum,Cinzento,Castanho,Madeira/Árvores,Preto
Comestivel,Nenhum,Cinzento,Roxo,Madeira/Árvores,Castanho
Comestivel,Nenhum,Castanho,Rosa,Madeira/Árvores,Preto
Comestivel,Nenhum,Castanho,Branco,Madeira/Árvores,Castanho
Comestivel,Nenhum,Castanho,Roxo,Madeira/Árvores,Preto
Comestivel,Nenhum,Castanho,Rosa,Madeira/Árvores,Preto
Comestivel,Nenhum,Castanho,Rosa,Madeira/Árvores,Preto
Comestivel,Nenhum,Castanho,Roxo,Madeira/Árvores,Castanho
Comestivel,Nenhum,Castanho,Rosa,Madeira/Árvores,Castanho
Comestivel,Nenhum,Castanho,Rosa,Madeira/Árvores,Preto
Comestivel,Nenhum,Cinzento,Castanho,Madeira/Árvores,Castanho
Comestivel,Nenhum,Vermelho,Roxo,Madeira/Árvores,Castanho
Comestivel,Nenhum,Castanho,Rosa,Madeira/Árvores,Castanho
Venenoso,Creosoto,Rosa,Cinzento,Madeira/Árvores,Preto
Comestivel,Nenhum,Vermelho,Roxo,Madeira/Árvores,Castanho
Comestivel,Nenhum,Castanho,Branco,Madeira/Árvores,Preto
Comestivel,Nenhum,Castanho,Branco,Madeira/Árvores,Preto
Comestivel,Nenhum,Vermelho,Roxo,Madeira/Árvores,Castanho
Comestivel,Nenhum,Vermelho,Castanho,Madeira/Árvores,Preto
Comestivel,Nenhum,Cinzento,Branco,Madeira/Árvores,Castanho
Comestivel,Nenhum,Cinzento,Castanho,Madeira/Árvores,Castanho
Comestivel,Nenhum,Cinzento,Rosa,Madeira/Árvores,Preto
Comestivel,Nenhum,Cinzento,Roxo,Madeira/Árvores,Castanho
Comestivel,Nenhum,Cinzento,Rosa,Madeira/Árvores,Castanho
Comestivel,Nenhum,Vermelho,Roxo,Madeira/Árvores,Castanho
Comestivel,Nenhum,Castanho,Rosa,Madeira/Árvores,Preto
Comestivel,Nenhum,Vermelho,Roxo,Madeira/Árvores,Preto
Comestivel,Nenhum,Cinzento,Roxo,Madeira/Árvores,Castanho
Comestivel,Nenhum,Cinzento,Branco,Madeira/Árvores,Preto
Comestivel,Nenhum,Cinzento,Castanho,Madeira/Árvores,Preto
Venenoso,Fétido,Cinzento,Chocolate-Claro,Gramados,Chocolate-Claro
Comestivel,Nenhum,Castanho,Roxo,Madeira/Árvores,Preto
Comestivel,Nenhum,Vermelho,Rosa,Madeira/Árvores,Castanho
Comestivel,Nenhum,Castanho,Branco,Madeira/Árvores,Preto
Comestivel,Nenhum,Castanho,Rosa,Madeira/Árvores,Castanho
Comestivel,Nenhum,Castanho,Rosa,Madeira/Árvores,Preto
Comestivel,Nenhum,Cinzento,Castanho,Madeira/Árvores,Preto
Comestivel,Nenhum,Cinzento,Rosa,Madeira/Árvores,Castanho
Comestivel,Nenhum,Cinzento,Branco,Madeira/Árvores,Castanho
Comestivel,Nenhum,Cinzento,Preto,Gramados,Castanho
Comestivel,Nenhum,Cinzento,Castanho,Madeira/Árvores,Preto
Comestivel,Nenhum,Vermelho,Rosa,Madeira/Árvores,Preto
Comestivel,Nenhum,Castanho,Rosa,Madeira/Árvores,Preto
Comestivel,Nenhum,Vermelho,Castanho,Madeira/Árvores,Castanho
Comestivel,Nenhum,Cinzento,Rosa,Madeira/Árvores,Castanho
Comestivel,Nenhum,Castanho,Rosa,Madeira/Árvores,Preto
Comestivel,Nenhum,Vermelho,Branco,Madeira/Árvores,Castanho
Comestivel,Nenhum,Castanho,Branco,Madeira/Árvores,Preto
Comestivel,Nenhum,Cinzento,Rosa,Madeira/Árvores,Preto
Comestivel,Nenhum,Cinzento,Castanho,Madeira/Árvores,Preto
Comestivel,Nenhum,Cinzento,Roxo,Madeira/Árvores,Preto
Comestivel,Nenhum,Castanho,Roxo,Madeira/Árvores,Castanho
Comestivel,Nenhum,Cinzento,Rosa,Madeira/Árvores,Preto
Comestivel,Nenhum,Castanho,Rosa,Madeira/Árvores,Castanho
Comestivel,Nenhum,Vermelho,Rosa,Madeira/Árvores,Preto
Comestivel,Nenhum,Castanho,Roxo,Madeira/Árvores,Preto
Comestivel,Nenhum,Cinzento,Branco,Madeira/Árvores,Preto
Comestivel,Nenhum,Cinzento,Rosa,Madeira/Árvores,Preto
Comestivel,Nenhum,Cinzento,Rosa,Madeira/Árvores,Castanho
Comestivel,Nenhum,Castanho,Branco,Madeira/Árvores,Preto
Comestivel,Nenhum,Cinzento,Branco,Madeira/Árvores,Castanho
Comestivel,Nenhum,Cinzento,Rosa,Madeira/Árvores,Castanho
Comestivel,Nenhum,Vermelho,Castanho,Madeira/Árvores,Castanho
Comestivel,Nenhum,Castanho,Branco,Madeira/Árvores,Preto
Comestivel,Nenhum,Cinzento,Roxo,Madeira/Árvores,Preto
Venenoso,Pungente,Castanho,Preto,Urbano,Preto
Comestivel,Nenhum,Cinzento,Castanho,Gramados,Castanho
Comestivel,Nenhum,Cinzento,Roxo,Madeira/Árvores,Preto
Comestivel,Nenhum,Vermelho,Castanho,Madeira/Árvores,Preto
Venenoso,Creosoto,Rosa,Roxo,Madeira/Árvores,Castanho
Comestivel,Nenhum,Castanho,Branco,Madeira/Árvores,Preto
Comestivel,Nenhum,Vermelho,Rosa,Madeira/Árvores,Preto
Comestivel,Nenhum,Castanho,Rosa,Madeira/Árvores,Castanho
Comestivel,Nenhum,Vermelho,Roxo,Madeira/Árvores,Preto
Comestivel,Nenhum,Branco,Preto,Gramados,Castanho
Comestivel,Nenhum,Cinzento,Rosa,Madeira/Árvores,Castanho
Comestivel,Nenhum,Cinzento,Castanho,Madeira/Árvores,Castanho
Comestivel,Nenhum,Cinzento,Castanho,Madeira/Árvores,Castanho
Comestivel,Nenhum,Vermelho,Castanho,Madeira/Árvores,Castanho
Comestivel,Nenhum,Cinzento,Castanho,Madeira/Árvores,Preto
Comestivel,Nenhum,Cinzento,Branco,Madeira/Árvores,Castanho
Comestivel,Nenhum,Vermelho,Rosa,Madeira/Árvores,Preto
Venenoso,Pungente,Branco,Rosa,Urbano,Castanho
Comestivel,Nenhum,Castanho,Roxo,Madeira/Árvores,Castanho
Comestivel,Nenhum,Vermelho,Branco,Madeira/Árvores,Preto
Comestivel,Nenhum,Vermelho,Castanho,Madeira/Árvores,Castanho
Comestivel,Nenhum,Cinzento,Rosa,Madeira/Árvores,Preto
Comestivel,Nenhum,Branco,Chocolate-Claro,Gramados,Preto
Comestivel,Nenhum,Castanho,Preto,Gramados,Castanho
Comestivel,Nenhum,Castanho,Branco,Madeira/Árvores,Preto
Comestivel,Nenhum,Castanho,Castanho,Madeira/Árvores,Castanho
Comestivel,Nenhum,Vermelho,Rosa,Madeira/Árvores,Castanho
Comestivel,Nenhum,Vermelho,Roxo,Madeira/Árvores,Castanho
Comestivel,Nenhum,Vermelho,Rosa,Madeira/Árvores,Castanho
Comestivel,Nenhum,Castanho,Branco,Madeira/Árvores,Preto
Comestivel,Nenhum,Cinzento,Branco,Madeira/Árvores,Preto
Comestivel,Nenhum,Castanho,Branco,Madeira/Árvores,Preto
Comestivel,Nenhum,Vermelho,Castanho,Madeira/Árvores,Castanho
Comestivel,Nenhum,Vermelho,Branco,Madeira/Árvores,Castanho
Venenoso,Creosoto,Branco,Rosa,Madeira/Árvores,Castanho
Comestivel,Nenhum,Castanho,Roxo,Madeira/Árvores,Preto
Comestivel,Nenhum,Cinzento,Rosa,Madeira/Árvores,Castanho
Comestivel,Nenhum,Castanho,Roxo,Madeira/Árvores,Preto
Comestivel,Nenhum,Castanho,Rosa,Madeira/Árvores,Preto
Comestivel,Nenhum,Vermelho,Branco,Madeira/Árvores,Preto
Comestivel,Nenhum,Branco,Castanho,Gramados,Castanho
Comestivel,Nenhum,Cinzento,Roxo,Madeira/Árvores,Castanho
Comestivel,Nenhum,Vermelho,Rosa,Madeira/Árvores,Preto
Comestivel,Nenhum,Castanho,Castanho,Madeira/Árvores,Castanho
Comestivel,Nenhum,Castanho,Rosa,Madeira/Árvores,Preto
Comestivel,Nenhum,Castanho,Castanho,Madeira/Árvores,Preto
Comestivel,Nenhum,Cinzento,Castanho,Madeira/Árvores,Castanho
Comestivel,Nenhum,Castanho,Castanho,Madeira/Árvores,Preto
Comestivel,Nenhum,Cinzento,Roxo,Madeira/Árvores,Castanho
Comestivel,Nenhum,Castanho,Branco,Madeira/Árvores,Preto
Comestivel,Nenhum,Castanho,Rosa,Madeira/Árvores,Preto
Comestivel,Nenhum,Castanho,Rosa,Madeira/Árvores,Castanho
Comestivel,Nenhum,Cinzento,Castanho,Madeira/Árvores,Castanho
Comestivel,Nenhum,Vermelho,Branco,Madeira/Árvores,Preto
Comestivel,Nenhum,Castanho,Castanho,Madeira/Árvores,Preto
Venenoso,Fétido,Cinzento,Cinzento,Caminhos,Chocolate-Claro
Comestivel,Nenhum,Cinzento,Roxo,Madeira/Árvores,Preto
Comestivel,Nenhum,Vermelho,Roxo,Madeira/Árvores,Preto
Venenoso,Fétido,Cinzento,Chocolate-Claro,Madeira/Árvores,Chocolate-Claro
Comestivel,Nenhum,Vermelho,Castanho,Madeira/Árvores,Preto
Comestivel,Nenhum,Vermelho,Castanho,Madeira/Árvores,Preto
Venenoso,Fétido,Cinzento,Chocolate-Claro,Madeira/Árvores,Chocolate-Claro
Venenoso,Creosoto,Rosa,Castanho,Madeira/Árvores,Castanho
Comestivel,Nenhum,Cinzento,Roxo,Madeira/Árvores,Preto
Comestivel,Nenhum,Cinzento,Rosa,Madeira/Árvores,Castanho
Comestivel,Nenhum,Cinzento,Roxo,Madeira/Árvores,Castanho
Comestivel,Nenhum,Cinzento,Branco,Madeira/Árvores,Preto
Comestivel,Nenhum,Cinzento,Castanho,Madeira/Árvores,Castanho
Comestivel,Nenhum,Cinzento,Castanho,Madeira/Árvores,Castanho
Comestivel,Nenhum,Cinzento,Branco,Madeira/Árvores,Castanho
Comestivel,Nenhum,Vermelho,Rosa,Madeira/Árvores,Preto
Comestivel,Nenhum,Castanho,Branco,Madeira/Árvores,Preto
